model_size,method,step,completed_seeds,expected_seeds,seeds,live_accuracy_mean,live_accuracy_sd,live_format_mean,live_format_sd,non_live_accuracy_mean,non_live_accuracy_sd,non_live_format_mean,non_live_format_sd,multi_turn_accuracy_mean,multi_turn_accuracy_sd,multi_turn_format_mean,multi_turn_format_sd,average_accuracy_mean,average_accuracy_sd,average_format_mean,average_format_sd
3b,dvao,10,2,2,"1,2",65.06291635825315,1.046790201608515,96.52109548482605,2.0935804032170204,75.15625,0.397747564417433,92.58333333333334,2.9462782549439512,2.375,0.0,19.569313338820848,0.5051574212521279,47.53138878608438,0.48151258867531105,69.55791405232674,1.511567078969607
3b,dvao,20,2,2,"1,2",67.24648408586233,0.7850926512063813,99.18578830495929,0.8374321612868041,80.17708333333334,0.2504336516702389,99.73958333333334,0.01473139127471639,4.3125,0.26516504294495596,39.43762692231704,5.0823777547587525,50.578689139731885,0.26660801416036256,79.45433285353656,1.4100714007324058
3b,dvao,30,2,2,"1,2",69.17098445595855,0.6804136310455359,100.0,0.0,81.57291666666666,1.1637799107028561,99.9375,0.08838834764831845,5.875,1.7677669529663695,57.55631354890019,4.829363038707594,52.2063003742084,0.025475529594011066,85.83127118296673,1.639250462118641
3b,dvao,40,2,2,"1,2",69.17098445595855,0.2616975504021338,99.9259807549963,0.0,81.48958333333334,0.10311973892303483,99.35416666666666,0.6187184335382392,6.0625,2.032931995911324,64.24081340113949,0.8374927716114314,52.241022596430625,0.5560382355287184,87.84032027426748,0.48540373504988515
3b,dvao,50,2,2,"1,2",70.61435973353072,1.6748643225736082,99.81495188749075,0.2616975504021238,81.80208333333334,0.45667312951630856,100.0,0.0,6.6875,0.44194173824159155,74.11855193388273,7.311159222628024,53.03464768895468,0.5533776437662956,91.31116794045782,2.5242855910100497
3b,dvao,60,2,2,"1,2",70.57735011102886,0.5757346108846803,99.96299037749816,0.052339510080422744,82.5,0.29462782549439814,99.91666666666666,0.11785113019776128,7.5625,0.44194173824159283,78.23422795700313,3.057494322833346,53.54661670367629,0.4374347248735502,92.70462833372264,0.9973275675720058
3b,dvao,70,2,2,"1,2",70.39230199851961,0.3140370604825566,100.0,0.0,82.89583333333334,0.29462782549439814,99.875,0.1767766952966369,7.4375,0.6187184335382284,85.8087535905739,0.44421629075148683,53.57521177728431,0.0033511825204331678,95.22791786352464,0.08914653181827996
3b,dvao,80,2,2,"1,2",70.91043671354552,0.20935804032171107,99.96299037749816,0.052339510080422744,82.08333333333334,0.8838834764831944,100.0,0.0,9.8125,0.4419417382415922,89.08440839021112,1.1570433136277778,54.26875668229295,0.5117277516821559,96.34913292256977,0.4031276079027268
3b,dvao,90,2,2,"1,2",70.61435973353072,0.41871608064340204,100.0,0.0,82.04166666666666,0.26516504294494525,100.0,0.0,8.5,0.5303300858899119,90.57548691958755,1.070543342596231,53.71867546673246,0.2279603745294558,96.85849563986253,0.3568477808654103
3b,dvao,100,2,2,"1,2",70.31828275351592,0.0,99.92598075499629,0.10467902016085553,82.84375,0.545061477164637,100.0,0.0,9.8125,0.08838834764831845,90.57934471086901,1.4297958585972164,54.324844251171974,0.21114994160430844,96.83510848862177,0.4417056128121203
3b,gd2po_hard,10,2,2,"1,2",64.8778682457439,0.2616975504021238,96.55810510732792,3.2973891350667937,77.97916666666666,0.35355339059326374,95.4375,0.5303300858899106,3.0,0.7071067811865478,20.471974040944836,2.0074140494431454,48.61901163747019,0.20508364699846585,70.82252638275759,0.6067683905045163
3b,gd2po_hard,20,2,2,"1,2",67.9496669133975,0.10467902016085553,99.81495188749075,0.1570185302412783,79.80208333333334,0.692375389911821,99.89583333333334,0.02946278254944283,4.375,0.5303300858899106,49.81723533561169,1.9339314775268577,50.70891674891027,0.37267548521362875,83.17600685214526,0.7068042634391963
3b,gd2po_hard,30,2,2,"1,2",68.6898593634345,1.3608272620910615,100.0,0.0,81.07291666666666,0.7807637375601496,99.85416666666666,0.02946278254944283,6.9375,0.44194173824159155,66.10792172205322,4.763562547339548,52.23342534336706,0.046040595429778314,88.65402946290664,1.5780332549300369
3b,gd2po_hard,40,2,2,"1,2",69.98519615099926,0.6804136310455158,99.92598075499629,0.10467902016085553,81.28125,0.13258252147247765,99.9375,0.08838834764831845,6.6875,0.26516504294495596,77.58057760668015,2.931007004803896,52.651315383666415,0.27099871750599613,92.48135278722549,1.04135812420436
3b,gd2po_hard,50,2,2,"1,2",69.54108068097705,1.936561872975742,99.88897113249445,0.05233951008043279,82.125,0.9133462590326272,99.9375,0.08838834764831845,8.0,1.2374368670764575,83.53538554830732,1.2094178121789145,53.22202689365902,0.5374904216439753,94.45395222693392,0.45004855663588855
3b,gd2po_hard,60,2,2,"1,2",70.35529237601776,0.6804136310455359,99.88897113249445,0.1570185302412783,82.5625,1.0311973892303785,100.0,0.0,7.125,0.7071067811865476,86.8592166547375,1.3299172742775334,53.34759745867259,0.3348347463631256,95.58272926241065,0.4956452681729305
3b,gd2po_hard,70,2,2,"1,2",69.98519615099926,0.2616975504021238,99.7779422649889,0.20935804032170102,82.61458333333334,1.5467960838455828,100.0,0.0,7.25,0.7071067811865476,87.7916435950008,3.7705794483937956,53.28325982811086,0.3671289510203813,95.85652861999657,1.3266458295718355
3b,gd2po_hard,80,2,2,"1,2",70.31828275351592,1.6748643225736082,99.81495188749075,0.1570185302412783,82.91666666666666,0.795495128834866,99.85416666666666,0.02946278254944283,10.4375,2.386485386504598,88.02466175699894,4.096750691437891,54.55748314006086,1.6189482793043506,95.89792677038545,1.3034231262157234
3b,gd2po_hard,90,2,2,"1,2",69.31902294596595,1.7272038326540409,99.92598075499629,0.10467902016085553,82.875,1.3552879972742196,99.83333333333334,0.23570226039551248,7.9375,0.08838834764831845,89.09095476276892,5.351832135080994,53.37717431532198,1.056960059192198,96.28342295036617,1.897404471879124
3b,gd2po_hard,100,2,2,"1,2",70.35529237601776,0.3663765705629793,99.74093264248705,0.052339510080422744,83.82291666666667,0.8396893026590252,100.0,0.0,9.375,1.5909902576697343,90.41400100741822,2.751841392270108,54.517736347561474,0.37255917519122533,96.71831121663509,0.9347269674501837
