run_id,model_size,method,seed,step,live_accuracy,live_format,non_live_accuracy,non_live_format,multi_turn_accuracy,multi_turn_format,average_accuracy,average_format,source,validation_format_step100,training_format_step100,retained,exclusion_reason
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,10,55.88452997779423,0.07401924500370095,76.0,0.16666666666666669,1.625,0.0,44.503176659264746,0.08022863722345587,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,20,61.3619541080681,0.0,79.125,0.0,2.375,0.04830586080586081,47.62065136935603,0.0161019536019536,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,30,65.87712805329386,0.0,80.20833333333334,0.0,3.125,1.051275623742729,49.73682046220907,0.350425207914243,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,40,64.69282013323465,0.0,80.52083333333333,0.0,1.7499999999999998,6.851415190905866,48.98788448885599,2.2838050636352887,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,50,66.17320503330866,0.0,81.14583333333334,0.0,2.75,13.010817985147218,50.02301278888066,4.336939328382406,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,60,65.58105107327906,0.22205773501110287,80.0,0.0,2.5,23.37044594100294,49.360350357759685,7.864167892004681,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,70,65.65507031828275,0.22205773501110287,80.70833333333334,0.0,2.125,32.94634559427354,49.4961345505387,11.05613444309488,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,80,66.32124352331607,0.44411547002220575,80.16666666666666,0.0,1.25,38.69327908795422,49.245970063327576,13.04579818599214,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,90,64.91487786824575,1.9985196150999258,80.02083333333333,0.7083333333333334,2.625,45.099773974648116,49.186903733859694,15.935542307693792,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_dvao_s4_save10,1.5B,dvao,4,100,59.65951147298297,99.7039230199852,73.125,99.72916666666667,4.0,74.44623371336296,45.59483715766099,91.29310780000495,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.9625,0.86474609375,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,10,57.43893412287194,1.4063656550703183,76.04166666666667,2.0416666666666665,1.5,0.5513922821817558,44.993533596512876,1.3331415346395803,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,20,63.952627683197626,99.25980754996299,76.54166666666666,99.20833333333333,2.375,35.39537651486355,47.623098116621435,77.95450579938662,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,30,66.17320503330866,100.0,77.8125,99.875,2.375,36.41221683490414,48.78690167776955,78.7624056116347,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,40,66.17320503330866,100.0,78.70833333333334,100.0,2.5,48.635762824712685,49.127179455547335,82.87858760823757,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,50,66.69133974833457,99.9259807549963,79.54166666666667,99.875,3.6249999999999996,66.62611077409049,49.952668805000414,88.8090305096956,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,60,67.13545521835678,100.0,79.8125,100.0,5.125,70.28123143211327,50.69098507278559,90.09374381070442,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,70,67.35751295336787,100.0,79.52083333333333,100.0,5.25,76.81145181059956,50.709448762233734,92.27048393686653,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,80,62.250185048112506,99.9259807549963,77.29166666666667,100.0,3.6249999999999996,85.34645415768689,47.72228390492639,95.09081163756107,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,90,65.50703182827536,99.9259807549963,79.0,100.0,4.75,87.94100227615426,49.75234394275845,95.95566101038352,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_gd2po_hard_s4_save10,1.5B,gd2po_hard,4,100,66.24722427831237,100.0,78.45833333333334,100.0,4.0,91.0142984222646,49.5685192038819,97.00476614075487,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.975,0.95263671875,True,
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,10,56.40266469282014,0.22205773501110287,76.72916666666666,0.0,2.125,0.011363636363636364,45.08561045316227,0.07780712379157975,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,20,65.28497409326425,0.0,78.27083333333333,0.0,2.375,0.26536148427595796,48.643602475532525,0.08845382809198597,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,30,66.09918578830496,0.0,79.66666666666666,0.0,2.25,0.5787300733833441,49.33861748499054,0.19291002446111472,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,40,66.24722427831237,0.0,79.14583333333334,0.0,3.25,4.040568278513159,49.54768587054857,1.3468560928377198,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,50,66.02516654330127,0.0,79.625,0.0,1.375,4.15383907617353,49.00838884776709,1.3846130253911766,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,60,65.21095484826056,0.0,77.66666666666666,0.0,1.375,9.533511766407662,48.084207171642404,3.1778372554692202,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,70,66.17320503330866,0.07401924500370095,79.22916666666666,0.0,2.875,18.222335961637587,49.42579056665844,6.09878506888043,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,80,66.09918578830496,0.22205773501110287,80.22916666666666,0.0,2.125,22.94716630533772,49.48445081832387,7.723074680116275,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,90,65.65507031828275,0.5921539600296076,80.02083333333333,0.0,2.125,32.341621603385235,49.26696788387203,10.977925187804948,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_dvao_s5_save10,1.5B,dvao,5,100,65.72908956328646,0.9622501850481125,79.95833333333333,0.16666666666666669,1.7500000000000002,31.97001203010125,49.1458076322066,11.032976293938674,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0875,0.0615234375,False,step100 RLLA validation Format < 0.8
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,10,55.144337527757216,0.0,76.54166666666666,0.0,2.625,0.02818627450980392,44.77033473147463,0.009395424836601307,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0625,0.02978515625,False,step100 RLLA validation Format < 0.8
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,20,63.13841598815693,0.0,75.27083333333333,0.0,2.75,0.8498532384368297,47.05308310716342,0.28328441281227656,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0625,0.02978515625,False,step100 RLLA validation Format < 0.8
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,30,64.69282013323465,0.0,77.8125,0.0,3.0,1.2484632722297198,48.501773377744875,0.41615442407657327,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0625,0.02978515625,False,step100 RLLA validation Format < 0.8
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,40,64.47076239822354,0.0,79.1875,0.0,2.125,2.5076480923539495,48.59442079940784,0.8358826974513165,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0625,0.02978515625,False,step100 RLLA validation Format < 0.8
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,50,64.76683937823834,0.0,78.5,0.0,2.125,3.569977902820829,48.46394645941278,1.1899926342736096,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0625,0.02978515625,False,step100 RLLA validation Format < 0.8
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,60,64.69282013323465,0.0,78.875,0.0,2.25,2.626395751853386,48.60594004441155,0.8754652506177953,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0625,0.02978515625,False,step100 RLLA validation Format < 0.8
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,70,65.87712805329386,0.0,78.60416666666666,0.0,2.375,3.625201753123923,48.95209823998684,1.208400584374641,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0625,0.02978515625,False,step100 RLLA validation Format < 0.8
haotian_1p5b_gd2po_hard_s5_save10,1.5B,gd2po_hard,5,80,65.21095484826056,0.0,79.0,0.0,2.25,3.7769199445647867,48.82031828275352,1.258973314854929,rental_1p5b_20260919/evaluation/checkpoint_per_model.csv,0.0625,0.02978515625,False,step100 RLLA validation Format < 0.8
